order_id,order_date,product,category,region,channel,customer_id,quantity,unit_price,revenue
10286,2026-03-27,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0231,5,1151.14,5755.68
10287,2026-03-28,Webcam HD,Accessories,Europe,Partner,CUST-0188,4,1066.53,4266.12
10288,2026-03-31,Webcam HD,Accessories,North America,Online,CUST-0377,3,934.98,2804.95
10289,2026-03-04,Standing Desk,Furniture,North America,Retail,CUST-0397,5,149.4,746.98
10290,2026-03-14,Smartwatch,Wearables,APAC,Partner,CUST-0252,4,698.4,2793.59
10291,2026-03-06,Wireless Mouse,Accessories,,Online,CUST-0366,2,70.99,141.98
10292,2026-04-06,Wireless Mouse,Accessories,North America,Partner,CUST-0278,3,67.9,203.71
10293,2026-03-18,4K Monitor,Electronics,Europe,Retail,CUST-0261,2,1143.71,2287.42
10294,2026-03-09,Wireless Mouse,Accessories,Europe,Retail,CUST-0014,2,69.98,139.95
10295,2026-03-27,Ergonomic Chair,Furniture,Europe,Partner,CUST-0045,5,612.66,3063.32
10296,2026-02-17,4K Monitor,Electronics,LATAM,Partner,CUST-0211,4,1223.76,4895.03
10297,2026-05-18,Noise-Cancel Headphones,Audio,APAC,Partner,CUST-0038,5,1165.01,5825.05
10298,2026-04-07,Standing Desk,Furniture,Europe,Online,CUST-0222,5,147.72,738.61
10299,2026-04-14,Laptop Pro,Electronics,APAC,Online,CUST-0083,1,950.1,950.1
10300,2026-03-22,Smartwatch,Wearables,APAC,Online,CUST-0129,2,723.8,1447.59
10301,2026-03-06,Tablet,Electronics,APAC,Partner,CUST-0274,5,322.8,1614.0
10302,2026-02-20,Ergonomic Chair,Furniture,Europe,Online,CUST-0338,2,648.9,1297.8
10303,2026-04-29,Smartwatch,Wearables,North America,Online,CUST-0042,5,722.17,3610.87
10304,2026-02-14,Tablet,Electronics,Europe,Partner,CUST-0214,5,321.94,1609.7
10305,2026-04-29,Tablet,Electronics,APAC,Partner,CUST-0155,1,342.44,342.44
10306,2026-04-11,Mechanical Keyboard,Accessories,North America,Partner,CUST-0031,4,331.03,1324.13
10307,2026-03-01,Standing Desk,Furniture,Europe,Retail,CUST-0311,4,153.23,612.93
10308,2026-02-27,Webcam HD,Accessories,APAC,Retail,CUST-0067,3,1059.13,3177.39
10309,2026-05-17,Webcam HD,Accessories,APAC,Online,CUST-0239,5,1014.93,5074.63
10310,2026-02-24,4K Monitor,Electronics,North America,Online,CUST-0149,4,1014.68,4058.71
10311,2026-03-30,Smartphone,Electronics,Europe,Retail,CUST-0296,4,67.31,269.24
10312,2026-05-12,Webcam HD,Accessories,LATAM,Partner,CUST-0240,2,1066.54,2133.08
10313,2026-04-13,4K Monitor,Electronics,LATAM,Partner,CUST-0235,4,952.17,3808.66
10314,2026-03-11,Mechanical Keyboard,Accessories,North America,Retail,CUST-0254,5,336.0,1679.98
10315,2026-04-26,Tablet,Electronics,North America,Online,CUST-0221,4,323.79,1295.17
10316,2026-02-26,4K Monitor,Electronics,APAC,Online,CUST-0206,3,1158.19,3474.56
10317,2026-02-15,Smartphone,Electronics,APAC,Online,CUST-0198,5,66.32,331.61
10318,2026-04-14,Standing Desk,Furniture,North America,Online,CUST-0050,5,145.16,725.82
10319,2026-03-31,Webcam HD,Accessories,APAC,Online,CUST-0102,3,1013.95,3041.84
10320,2026-04-27,Ergonomic Chair,Furniture,North America,Online,CUST-0071,4,633.99,2535.95
10321,2026-05-11,Webcam HD,Accessories,Europe,Partner,CUST-0264,4,1004.08,4016.34
10322,2026-02-26,Webcam HD,Accessories,LATAM,Partner,CUST-0379,5,952.64,4763.2
10323,2026-05-27,4K Monitor,Electronics,LATAM,Partner,CUST-0289,5,1039.28,5196.41
10324,2026-03-19,Standing Desk,Furniture,North America,Retail,CUST-0299,1,148.66,148.66
10325,2026-03-20,Smartwatch,Wearables,APAC,Partner,CUST-0398,1,772.27,772.27
10326,2026-04-24,Smartphone,Electronics,,Online,CUST-0269,2,76.04,152.08
10327,2026-04-30,Smartwatch,Wearables,LATAM,Online,CUST-0349,5,806.61,4033.03
10328,2026-03-12,Laptop Pro,Electronics,North America,Online,CUST-0010,5,1054.4,5271.98
10329,2026-04-06,Webcam HD,Accessories,Europe,Retail,CUST-0257,4,909.83,3639.33
10330,2026-05-19,Smartphone,Electronics,North America,Partner,CUST-0071,4,78.83,315.33
10331,2026-04-16,Mechanical Keyboard,Accessories,LATAM,Partner,CUST-0193,5,333.5,1667.52
10332,2026-03-21,USB-C Hub,Accessories,,Partner,CUST-0182,4,468.18,1872.71
10333,2026-05-06,Smartwatch,Wearables,Europe,Online,CUST-0143,3,774.82,2324.45
10334,2026-04-21,4K Monitor,Electronics,APAC,Retail,CUST-0361,2,1207.6,2415.19
10335,2026-03-07,Smartwatch,Wearables,APAC,Partner,CUST-0370,4,718.2,2872.79
10336,2026-03-16,4K Monitor,Electronics,LATAM,Retail,CUST-0177,1,1105.23,1105.23
10337,2026-05-18,USB-C Hub,Accessories,North America,Retail,CUST-0227,3,373.71,1121.14
10338,2026-05-03,4K Monitor,Electronics,APAC,Partner,CUST-0357,4,1005.24,4020.96
10339,2026-03-15,USB-C Hub,Accessories,Europe,Online,CUST-0026,1,,435.99
10340,2026-05-05,Ergonomic Chair,Furniture,North America,Online,CUST-0212,2,656.4,1312.8
10341,2026-03-23,Smartwatch,Wearables,Europe,Online,CUST-0282,4,676.37,2705.47
10342,2026-06-07,USB-C Hub,Accessories,LATAM,Retail,CUST-0334,4,440.03,1760.13
10343,2026-03-06,4K Monitor,Electronics,North America,Online,CUST-0334,3,1025.11,3075.32
10344,2026-04-23,Mechanical Keyboard,Accessories,North America,Online,CUST-0214,5,370.54,1852.68
10345,2026-06-01,USB-C Hub,Accessories,LATAM,Retail,CUST-0096,1,477.41,477.41
10346,2026-06-08,Smartwatch,Wearables,North America,Retail,CUST-0291,3,826.34,2479.02
10347,2026-04-27,Wireless Mouse,Accessories,LATAM,Online,CUST-0259,3,61.5,184.51
10348,2026-04-09,4K Monitor,Electronics,APAC,Online,CUST-0375,2,1170.69,2341.38
10349,2026-04-08,Tablet,Electronics,North America,Partner,CUST-0173,3,361.82,1085.46
10350,2026-05-21,4K Monitor,Electronics,Europe,Online,CUST-0313,5,1133.3,5666.52
10351,2026-05-29,Tablet,Electronics,APAC,Online,CUST-0206,4,371.34,1485.36
10352,2026-05-05,Wireless Mouse,Accessories,LATAM,Retail,CUST-0128,2,73.14,146.28
10353,2026-02-09,4K Monitor,Electronics,APAC,Retail,CUST-0155,4,1011.23,4044.92
10354,2026-04-24,Smartwatch,Wearables,APAC,Partner,CUST-0121,5,659.15,3295.75
10355,2026-02-16,Tablet,Electronics,Europe,Retail,CUST-0352,1,339.57,339.57
10356,2026-04-14,Smartwatch,Wearables,APAC,Retail,CUST-0315,3,790.32,2370.95
10357,2026-03-09,Mechanical Keyboard,Accessories,LATAM,Partner,CUST-0311,2,347.21,694.43
10358,2026-03-28,Noise-Cancel Headphones,Audio,Europe,Online,CUST-0349,5,1446.4,7232.02
10359,2026-05-16,Smartphone,Electronics,APAC,Online,CUST-0289,1,72.43,72.43
10360,2026-02-23,Laptop Pro,Electronics,Europe,Partner,CUST-0275,5,1043.41,5217.04
10361,2026-02-28,USB-C Hub,Accessories,LATAM,Online,CUST-0349,3,461.92,1385.76
10362,2026-03-07,Smartwatch,Wearables,LATAM,Online,CUST-0233,5,751.39,3756.95
10363,2026-02-25,Ergonomic Chair,Furniture,North America,Partner,CUST-0237,4,626.95,2507.81
10364,2026-05-06,4K Monitor,Electronics,North America,Partner,CUST-0112,1,1055.85,1055.85
10365,2026-04-24,Wireless Mouse,Accessories,North America,Partner,CUST-0031,1,63.83,63.83
10366,2026-06-08,Wireless Mouse,Accessories,LATAM,Online,CUST-0394,4,57.28,229.14
10367,2026-02-26,Tablet,Electronics,LATAM,Retail,CUST-0194,4,331.59,1326.35
10368,2026-03-29,Wireless Mouse,Accessories,APAC,Online,CUST-0092,5,58.97,294.87
10369,2026-04-18,Noise-Cancel Headphones,Audio,Europe,Online,CUST-0388,5,1182.98,5914.92
10370,2026-02-11,4K Monitor,Electronics,,Partner,CUST-0195,4,1133.05,4532.22
10371,2026-05-25,Mechanical Keyboard,Accessories,Europe,Retail,CUST-0097,2,345.64,691.28
10372,2026-06-08,Smartwatch,Wearables,LATAM,Partner,CUST-0393,1,663.16,663.16
10373,2026-06-08,Laptop Pro,Electronics,North America,Partner,CUST-0018,2,874.44,1748.88
10374,2026-04-07,Smartphone,Electronics,North America,Retail,CUST-0225,1,67.25,67.25
10375,2026-03-10,Ergonomic Chair,Furniture,North America,Online,CUST-0258,2,675.33,1350.65
10376,2026-03-18,Mechanical Keyboard,Accessories,APAC,Online,CUST-0155,5,332.95,1664.77
10377,2026-06-01,USB-C Hub,Accessories,APAC,Retail,CUST-0032,5,393.15,1965.73
10378,2026-04-21,Smartphone,Electronics,LATAM,Partner,CUST-0254,2,74.28,148.56
10379,2026-02-15,Webcam HD,Accessories,APAC,Partner,CUST-0214,4,1072.35,4289.4
10380,2026-04-02,USB-C Hub,Accessories,LATAM,Online,CUST-0116,3,410.02,1230.06
10381,2026-03-19,Smartwatch,Wearables,North America,Partner,CUST-0212,2,812.63,1625.26
10382,2026-04-03,Ergonomic Chair,Furniture,Europe,Retail,CUST-0105,5,574.49,2872.47
10383,2026-03-23,Tablet,Electronics,APAC,Online,CUST-0275,1,379.71,379.71
10384,2026-05-12,Mechanical Keyboard,Accessories,North America,Online,CUST-0097,1,328.44,328.44
10385,2026-05-22,Smartphone,Electronics,Europe,Retail,CUST-0156,5,66.73,333.67
10386,2026-06-05,Laptop Pro,Electronics,North America,Partner,CUST-0387,2,1051.72,2103.44
10387,2026-04-11,Mechanical Keyboard,Accessories,LATAM,Online,CUST-0283,5,367.41,1837.05
10388,2026-03-22,4K Monitor,Electronics,APAC,Retail,CUST-0134,4,1075.41,4301.63
10389,2026-03-27,Ergonomic Chair,Furniture,LATAM,Retail,CUST-0105,4,628.45,2513.79
10390,2026-03-28,Webcam HD,Accessories,Europe,Partner,CUST-0075,4,882.75,3531.0
10391,2026-02-11,4K Monitor,Electronics,LATAM,Retail,CUST-0079,5,1205.72,6028.62
10392,2026-03-06,Webcam HD,Accessories,Europe,Retail,CUST-0282,2,968.35,1936.7
10393,2026-05-03,Tablet,Electronics,LATAM,Partner,CUST-0329,3,321.3,963.89
10394,2026-05-14,Standing Desk,Furniture,APAC,Online,CUST-0072,4,140.77,563.07
10395,2026-05-12,Ergonomic Chair,Furniture,North America,Partner,CUST-0018,4,582.61,2330.46
10396,2026-05-27,Wireless Mouse,Accessories,LATAM,Online,CUST-0323,1,69.51,69.51
10397,2026-03-10,Wireless Mouse,Accessories,LATAM,Retail,CUST-0031,2,56.91,113.81
10398,2026-04-29,Tablet,Electronics,LATAM,Online,CUST-0004,5,378.88,1894.38
10399,2026-04-18,Ergonomic Chair,Furniture,APAC,Partner,CUST-0147,4,554.62,2218.49
10400,2026-02-11,Ergonomic Chair,Furniture,Europe,Online,CUST-0050,4,683.74,2734.98
10401,2026-04-17,USB-C Hub,Accessories,APAC,Retail,CUST-0137,2,389.99,779.97
10402,2026-05-21,Noise-Cancel Headphones,Audio,LATAM,Retail,CUST-0290,1,1265.39,1265.39
10403,2026-03-12,Smartwatch,Wearables,North America,Partner,CUST-0333,2,714.9,1429.8
10404,2026-05-17,Laptop Pro,Electronics,LATAM,Partner,CUST-0244,1,922.74,922.74
10405,2026-02-16,Tablet,Electronics,North America,Retail,CUST-0223,1,360.43,360.43
10406,2026-05-02,Webcam HD,Accessories,North America,Partner,CUST-0022,5,1121.42,5607.09
10407,2026-03-10,Mechanical Keyboard,Accessories,North America,Online,CUST-0351,5,346.97,1734.87
10408,2026-06-07,4K Monitor,Electronics,North America,Online,CUST-0162,5,1102.46,5512.3
10409,2026-02-11,Mechanical Keyboard,Accessories,LATAM,Online,CUST-0154,5,317.31,1586.56
10410,2026-03-01,Smartphone,Electronics,LATAM,Partner,CUST-0277,2,73.19,146.37
10411,2026-03-23,Noise-Cancel Headphones,Audio,North America,Partner,CUST-0382,2,1405.39,2810.78
10412,2026-03-25,Laptop Pro,Electronics,North America,Retail,CUST-0310,1,930.46,930.46
10413,2026-05-18,Smartphone,Electronics,APAC,Online,CUST-0325,5,,350.25
10414,2026-03-15,Standing Desk,Furniture,LATAM,Retail,CUST-0096,4,143.13,572.52
10415,2026-05-07,Smartphone,Electronics,APAC,Online,CUST-0366,4,64.31,257.24
10416,2026-02-18,Wireless Mouse,Accessories,Europe,Partner,CUST-0200,3,59.33,177.99
10417,2026-03-21,Webcam HD,Accessories,APAC,Retail,CUST-0185,1,894.48,894.48
10418,2026-05-17,4K Monitor,Electronics,Europe,Retail,CUST-0230,1,982.58,982.58
10419,2026-04-21,Ergonomic Chair,Furniture,North America,Online,CUST-0182,5,619.03,3095.13
10420,2026-04-20,Wireless Mouse,Accessories,APAC,Retail,CUST-0007,5,66.74,333.69
10421,2026-03-18,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0267,4,1401.59,5606.36
10422,2026-03-02,Tablet,Electronics,APAC,Retail,CUST-0138,4,,1254.32
10423,2026-04-13,USB-C Hub,Accessories,APAC,Retail,CUST-0154,1,,387.3
10424,2026-04-11,Wireless Mouse,Accessories,Europe,Partner,CUST-0321,3,60.96,182.87
10425,2026-04-13,Smartphone,Electronics,North America,Online,CUST-0156,5,66.34,331.69
10426,2026-02-09,Noise-Cancel Headphones,Audio,LATAM,Retail,CUST-0226,3,1422.53,4267.59
10427,2026-03-23,Noise-Cancel Headphones,Audio,APAC,Partner,CUST-0356,5,1185.93,5929.64
10428,2026-03-06,Standing Desk,Furniture,LATAM,Retail,CUST-0150,3,,423.41
10429,2026-05-14,Smartwatch,Wearables,Europe,Retail,CUST-0193,4,843.93,3375.71
10430,2026-03-16,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0280,3,1178.47,3535.41
10431,2026-03-04,Tablet,Electronics,LATAM,Partner,CUST-0108,5,301.05,1505.27
10432,2026-04-06,4K Monitor,Electronics,LATAM,Partner,CUST-0256,1,,1173.52
10433,2026-02-26,Tablet,Electronics,Europe,Partner,CUST-0217,3,,959.85
10434,2026-05-21,Noise-Cancel Headphones,Audio,LATAM,Partner,CUST-0206,1,1290.88,1290.88
10435,2026-04-18,Ergonomic Chair,Furniture,APAC,Partner,CUST-0275,4,641.07,2564.28
10436,2026-04-26,Tablet,Electronics,Europe,Partner,CUST-0341,1,308.3,308.3
10437,2026-03-26,USB-C Hub,Accessories,,Retail,CUST-0221,5,373.96,1869.78
10438,2026-02-22,Laptop Pro,Electronics,Europe,Retail,CUST-0192,1,887.21,887.21
10439,2026-03-31,Standing Desk,Furniture,Europe,Retail,CUST-0013,5,,806.84
10440,2026-04-11,Wireless Mouse,Accessories,North America,Online,CUST-0374,3,63.7,191.09
10441,2026-02-27,Webcam HD,Accessories,Europe,Partner,CUST-0248,3,958.93,2876.78
10442,2026-03-25,Standing Desk,Furniture,LATAM,Retail,CUST-0035,1,151.42,151.42
10443,2026-03-19,Laptop Pro,Electronics,APAC,Partner,CUST-0056,1,829.94,829.94
10444,2026-05-06,USB-C Hub,Accessories,Europe,Retail,CUST-0287,2,425.17,850.34
10445,2026-04-04,Standing Desk,Furniture,Europe,Online,CUST-0328,2,165.6,331.2
10446,2026-05-04,Noise-Cancel Headphones,Audio,Europe,Retail,CUST-0304,4,1150.07,4600.26
10447,2026-04-04,Noise-Cancel Headphones,Audio,Europe,Retail,CUST-0386,1,1376.63,1376.63
10448,2026-05-10,Wireless Mouse,Accessories,Europe,Retail,CUST-0167,5,58.45,292.26
10449,2026-03-06,Standing Desk,Furniture,LATAM,Partner,CUST-0328,1,144.48,144.48
10450,2026-03-21,Smartphone,Electronics,,Retail,CUST-0181,4,74.01,296.03
10451,2026-05-28,Standing Desk,Furniture,APAC,Partner,CUST-0303,5,,704.68
10452,2026-02-19,Tablet,Electronics,Europe,Retail,CUST-0060,2,326.2,652.41
10453,2026-03-04,Webcam HD,Accessories,LATAM,Partner,CUST-0071,2,1001.9,2003.81
10454,2026-04-23,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0086,4,1202.57,4810.29
10455,2026-04-12,4K Monitor,Electronics,LATAM,Partner,CUST-0028,2,997.76,1995.52
10456,2026-05-30,Webcam HD,Accessories,Europe,Retail,CUST-0288,1,995.19,995.19
10457,2026-04-14,Tablet,Electronics,LATAM,Retail,CUST-0364,4,334.63,1338.53
10458,2026-05-27,Standing Desk,Furniture,North America,Online,CUST-0150,4,140.73,562.91
10459,2026-02-13,4K Monitor,Electronics,Europe,Retail,CUST-0290,2,1095.26,2190.51
10460,2026-05-15,Standing Desk,Furniture,North America,Retail,CUST-0397,5,154.28,771.41
10461,2026-04-19,Webcam HD,Accessories,North America,Partner,CUST-0226,5,1081.78,5408.9
10462,2026-04-19,Mechanical Keyboard,Accessories,Europe,Retail,CUST-0017,4,313.57,1254.29
10463,2026-04-07,4K Monitor,Electronics,,Retail,CUST-0061,3,1185.54,3556.62
10464,2026-05-19,Mechanical Keyboard,Accessories,APAC,Partner,CUST-0313,2,376.98,753.97
10465,2026-04-30,Noise-Cancel Headphones,Audio,Europe,Online,CUST-0031,2,1346.92,2693.83
10466,2026-04-22,Webcam HD,Accessories,Europe,Retail,CUST-0361,5,943.05,4715.24
10467,2026-03-18,4K Monitor,Electronics,North America,Online,CUST-0385,5,1020.08,5100.4
10468,2026-05-20,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0068,1,1473.13,1473.13
10469,2026-03-12,USB-C Hub,Accessories,LATAM,Retail,CUST-0073,3,459.1,1377.29
10470,2026-04-23,Tablet,Electronics,LATAM,Retail,CUST-0039,3,353.84,1061.53
10471,2026-05-01,Wireless Mouse,Accessories,APAC,Partner,CUST-0189,4,65.36,261.45
10472,2026-04-08,Standing Desk,Furniture,North America,Partner,CUST-0235,3,157.09,471.26
10473,2026-05-01,Tablet,Electronics,LATAM,Online,CUST-0220,3,373.37,1120.12
10474,2026-05-25,Mechanical Keyboard,Accessories,,Retail,CUST-0281,4,328.44,1313.78
10475,2026-04-23,USB-C Hub,Accessories,APAC,Partner,CUST-0391,5,461.7,2308.48
10476,2026-02-15,Laptop Pro,Electronics,LATAM,Online,CUST-0064,1,976.31,976.31
10477,2026-06-07,USB-C Hub,Accessories,LATAM,Online,CUST-0353,4,418.71,1674.85
10478,2026-06-05,USB-C Hub,Accessories,APAC,Online,CUST-0336,3,386.41,1159.22
10479,2026-03-27,4K Monitor,Electronics,,Online,CUST-0203,1,1049.15,1049.15
10480,2026-04-30,4K Monitor,Electronics,North America,Partner,CUST-0049,2,1065.11,2130.22
10481,2026-02-09,Mechanical Keyboard,Accessories,Europe,Partner,CUST-0349,4,311.38,1245.52
10482,2026-04-06,Laptop Pro,Electronics,North America,Retail,CUST-0356,1,993.14,993.14
10483,2026-02-25,Standing Desk,Furniture,North America,Partner,CUST-0053,1,143.16,143.16
10484,2026-02-22,Webcam HD,Accessories,Europe,Retail,CUST-0397,3,1096.74,3290.21
10485,2026-05-24,USB-C Hub,Accessories,North America,Partner,CUST-0333,2,376.57,753.15
10486,2026-03-02,Standing Desk,Furniture,Europe,Retail,CUST-0316,3,162.63,487.89
10487,2026-05-07,Standing Desk,Furniture,North America,Online,CUST-0386,2,137.55,275.1
10488,2026-02-24,Smartphone,Electronics,LATAM,Retail,CUST-0072,4,69.22,276.86
10489,2026-03-12,4K Monitor,Electronics,APAC,Partner,CUST-0014,1,1014.75,1014.75
10490,2026-05-28,Tablet,Electronics,Europe,Partner,CUST-0201,3,316.74,950.22
10491,2026-03-18,Tablet,Electronics,Europe,Retail,CUST-0198,1,367.55,367.55
10492,2026-02-23,Mechanical Keyboard,Accessories,North America,Partner,CUST-0007,4,361.53,1446.12
10493,2026-03-27,Webcam HD,Accessories,LATAM,Retail,CUST-0280,2,970.14,1940.28
10494,2026-05-07,USB-C Hub,Accessories,North America,Online,CUST-0301,4,472.77,1891.1
10495,2026-02-17,Laptop Pro,Electronics,North America,Retail,CUST-0260,3,876.78,2630.34
10496,2026-03-17,Tablet,Electronics,LATAM,Partner,CUST-0206,5,366.08,1830.4
10497,2026-02-19,Tablet,Electronics,Europe,Retail,CUST-0043,5,345.92,1729.62
10498,2026-03-20,Wireless Mouse,Accessories,Europe,Partner,CUST-0168,5,72.13,360.64
10499,2026-03-31,Smartphone,Electronics,LATAM,Partner,CUST-0123,1,68.45,68.45
10500,2026-02-16,Mechanical Keyboard,Accessories,North America,Retail,CUST-0314,1,387.18,387.18
10501,2026-04-27,Laptop Pro,Electronics,Europe,Online,CUST-0007,3,985.98,2957.95
10502,2026-05-10,USB-C Hub,Accessories,APAC,Partner,CUST-0265,1,386.93,386.93
10503,2026-05-20,Smartwatch,Wearables,Europe,Partner,CUST-0400,3,689.2,2067.6
10504,2026-05-31,4K Monitor,Electronics,North America,Retail,CUST-0220,1,1160.29,1160.29
10505,2026-03-15,Ergonomic Chair,Furniture,North America,Retail,CUST-0234,1,595.44,595.44
10506,2026-04-15,Webcam HD,Accessories,Europe,Retail,CUST-0081,1,999.03,999.03
10507,2026-03-13,Wireless Mouse,Accessories,North America,Online,CUST-0380,5,68.01,340.04
10508,2026-04-15,Laptop Pro,Electronics,North America,Online,CUST-0024,1,1032.69,1032.69
10509,2026-04-10,Webcam HD,Accessories,Europe,Online,CUST-0284,4,1106.79,4427.15
10510,2026-05-22,Smartwatch,Wearables,Europe,Retail,CUST-0369,4,700.32,2801.28
10511,2026-03-21,4K Monitor,Electronics,North America,Partner,CUST-0345,1,1104.69,1104.69
10512,2026-06-04,Laptop Pro,Electronics,North America,Retail,CUST-0036,2,878.59,1757.17
10513,2026-06-01,Standing Desk,Furniture,APAC,Retail,CUST-0045,3,164.65,493.94
10514,2026-04-20,Standing Desk,Furniture,APAC,Partner,CUST-0156,1,148.68,148.68
10515,2026-05-14,Smartphone,Electronics,LATAM,Online,CUST-0376,2,71.29,142.58
10516,2026-06-04,Ergonomic Chair,Furniture,LATAM,Online,CUST-0120,2,577.17,1154.34
10517,2026-04-19,Webcam HD,Accessories,North America,Partner,CUST-0193,1,1114.67,1114.67
10518,2026-05-28,Smartwatch,Wearables,Europe,Retail,CUST-0252,3,677.02,2031.07
10519,2026-02-16,USB-C Hub,Accessories,Europe,Partner,CUST-0212,3,379.25,1137.74
10520,2026-05-09,Webcam HD,Accessories,North America,Partner,CUST-0049,4,1120.71,4482.83
10521,2026-04-14,USB-C Hub,Accessories,North America,Retail,CUST-0340,4,377.27,1509.08
10522,2026-02-25,Mechanical Keyboard,Accessories,APAC,Retail,CUST-0359,3,327.77,983.31
10523,2026-05-26,Smartwatch,Wearables,APAC,Online,CUST-0039,3,718.39,2155.18
10524,2026-03-06,USB-C Hub,Accessories,North America,Online,CUST-0231,5,380.98,1904.89
10525,2026-04-09,Webcam HD,Accessories,APAC,Online,CUST-0232,4,901.97,3607.87
10526,2026-03-20,Standing Desk,Furniture,North America,Online,CUST-0352,3,167.76,503.28
10527,2026-03-19,Smartwatch,Wearables,APAC,Online,CUST-0047,5,664.73,3323.66
10528,2026-05-11,Mechanical Keyboard,Accessories,North America,Partner,CUST-0154,3,339.88,1019.63
10529,2026-03-14,USB-C Hub,Accessories,LATAM,Partner,CUST-0384,1,472.52,472.52
10530,2026-04-20,Mechanical Keyboard,Accessories,Europe,Online,CUST-0007,1,345.77,345.77
10531,2026-02-16,Mechanical Keyboard,Accessories,LATAM,Retail,CUST-0352,2,322.14,644.28
10532,2026-04-30,Tablet,Electronics,APAC,Online,CUST-0012,1,349.85,349.85
10533,2026-02-17,Mechanical Keyboard,Accessories,North America,Retail,CUST-0063,4,376.86,1507.43
10534,2026-02-14,Standing Desk,Furniture,LATAM,Partner,CUST-0203,1,140.76,140.76
10535,2026-04-13,Laptop Pro,Electronics,Europe,Retail,CUST-0110,4,990.14,3960.55
10536,2026-06-05,USB-C Hub,Accessories,Europe,Online,CUST-0315,3,399.53,1198.59
10537,2026-04-29,Smartphone,Electronics,LATAM,Retail,CUST-0282,2,74.67,149.34
10538,2026-04-11,Laptop Pro,Electronics,Europe,Retail,CUST-0103,1,892.31,892.31
10539,2026-05-02,Ergonomic Chair,Furniture,North America,Retail,CUST-0366,2,655.23,1310.46
10540,2026-03-26,Standing Desk,Furniture,APAC,Partner,CUST-0258,5,164.96,824.79
10541,2026-03-22,Noise-Cancel Headphones,Audio,APAC,Partner,CUST-0113,3,1200.58,3601.74
10542,2026-02-12,4K Monitor,Electronics,LATAM,Partner,CUST-0184,1,1170.65,1170.65
10543,2026-05-18,Smartphone,Electronics,,Online,CUST-0337,2,80.7,161.4
10544,2026-03-11,4K Monitor,Electronics,North America,Online,CUST-0295,5,1172.77,5863.85
10545,2026-05-28,Noise-Cancel Headphones,Audio,Europe,Online,CUST-0122,3,1453.92,4361.76
10546,2026-04-25,Webcam HD,Accessories,North America,Partner,CUST-0359,3,1105.19,3315.56
10547,2026-03-26,Smartphone,Electronics,Europe,Retail,CUST-0278,5,65.35,326.76
10548,2026-03-20,USB-C Hub,Accessories,North America,Online,CUST-0309,4,373.27,1493.07
10549,2026-03-09,Laptop Pro,Electronics,APAC,Partner,CUST-0104,5,940.37,4701.87
10550,2026-05-23,USB-C Hub,Accessories,APAC,Online,CUST-0012,3,446.99,1340.96
10551,2026-02-27,Smartphone,Electronics,APAC,Online,CUST-0192,2,77.02,154.03
10552,2026-05-10,Tablet,Electronics,APAC,Retail,CUST-0166,4,350.17,1400.69
10553,2026-02-26,USB-C Hub,Accessories,LATAM,Partner,CUST-0163,4,455.12,1820.48
10554,2026-03-03,Smartwatch,Wearables,APAC,Online,CUST-0341,5,790.95,3954.74
10555,2026-04-25,USB-C Hub,Accessories,APAC,Online,CUST-0091,4,402.46,1609.84
10556,2026-05-13,Laptop Pro,Electronics,North America,Online,CUST-0309,5,919.43,4597.13
10557,2026-03-21,Smartphone,Electronics,North America,Retail,CUST-0073,2,74.53,149.06
10558,2026-03-23,Smartwatch,Wearables,APAC,Online,CUST-0326,1,702.92,702.92
10559,2026-06-02,Wireless Mouse,Accessories,APAC,Online,CUST-0128,3,64.21,192.63
10560,2026-05-08,Wireless Mouse,Accessories,North America,Partner,CUST-0001,3,61.04,183.12
10561,2026-02-15,Noise-Cancel Headphones,Audio,Europe,Retail,CUST-0253,4,1385.97,5543.86
10562,2026-06-01,Noise-Cancel Headphones,Audio,North America,Retail,CUST-0296,3,1323.4,3970.19
10563,2026-05-03,Tablet,Electronics,North America,Online,CUST-0151,2,312.98,625.96
10564,2026-02-11,Webcam HD,Accessories,North America,Retail,CUST-0088,3,1114.84,3344.52
10565,2026-06-02,Noise-Cancel Headphones,Audio,North America,Retail,CUST-0305,2,1385.76,2771.53
10566,2026-04-28,Standing Desk,Furniture,Europe,Partner,CUST-0223,1,151.15,151.15
10567,2026-03-01,Laptop Pro,Electronics,Europe,Retail,CUST-0357,1,904.75,904.75
10568,2026-04-20,Smartwatch,Wearables,APAC,Retail,CUST-0122,5,708.19,3540.97
10569,2026-02-21,Laptop Pro,Electronics,LATAM,Online,CUST-0028,4,963.11,3852.46
10570,2026-03-27,Laptop Pro,Electronics,LATAM,Online,CUST-0050,4,845.72,3382.86
10571,2026-02-12,Mechanical Keyboard,Accessories,North America,Retail,CUST-0060,2,361.54,723.08
10572,2026-03-20,Noise-Cancel Headphones,Audio,APAC,Online,CUST-0329,4,1304.31,5217.22
10573,2026-04-19,Noise-Cancel Headphones,Audio,LATAM,Retail,CUST-0096,2,1264.71,2529.41
10574,2026-04-07,Laptop Pro,Electronics,APAC,Online,CUST-0138,3,931.1,2793.3
